datum,tag,warengruppe,name,kennz,stud,bed,gast
2013-12-31,Di,HG2,Mensa geschlossen bis 05.01.2014,,0.0,0.0,0.0
2013-12-31,Di,HG1,wir wünschen ein gutes neues Jahr!,,0.0,0.0,0.0
2014-12-22,Mo,B5,Beilagensalat,,0.9,1.1,1.6
2014-12-22,Mo,B2,"Buttererbsen (3,G,I)",V,0.6,0.8,1.3
2014-12-22,Mo,B1,"Champignonreis (3,I)",VG,0.6,0.8,1.3
2014-12-22,Mo,Suppe,"Gemüsecremesuppe (3,A,C,F,G,I,J)",V,0.6,0.8,1.3
2014-12-22,Mo,HG2,"Gemüsefrikadellen mit Kräutersahne (3,A,G,I)",V,1.9,2.7,3.5
2014-12-22,Mo,N1,"Kokos-Sahnepudding (F,G,H)",V,0.7,0.9,1.3
2014-12-22,Mo,HG3,"Maistopf mit Rindfleisch (3,A,C,F,G,I,J)",R,2.2,2.9,3.9
2014-12-22,Mo,N2,"Mousse Schokolade (14,F,G)",V,0.8,1.0,1.4
2014-12-22,Mo,B3,"Röstkartoffeln (A,C,F,G,I,J)",VG,0.7,0.9,1.4
2014-12-22,Mo,HG1,"Schweineschnitzel Chipolla (1,2,A,C,F,G,I,J)",S,1.9,2.7,3.5
2014-12-22,Mo,B4,"Waffelkartoffeln (8,A)",VG,0.7,0.9,1.4
2014-12-23,Di,Suppe,"Backerbsensuppe (3,8,A,C,G,I)",V,0.6,0.8,1.3
2014-12-23,Di,B5,Beilagensalat,,0.9,1.1,1.6
2014-12-23,Di,HG1,Bio Spaghetti italienisch,,1.9,2.7,3.5
2014-12-23,Di,B3,"Broccoli - Blumenkohlgemüse (3,I)",VG,0.6,0.8,1.3
2014-12-23,Di,N2,"Erdbeerjoghurt (F,G,H)",V,0.7,0.9,1.3
2014-12-23,Di,B1,"Gemüsereis (3,I)",VG,0.6,0.8,1.3
2014-12-23,Di,B2,"Kartoffelpüree (3,8,A,C,F,G,I,J)",V,0.6,0.8,1.3
2014-12-23,Di,N1,"Moccapudding (14,E,G,H)",V,0.7,0.9,1.3
2014-12-23,Di,B4,Pommes frites,,0.7,0.9,1.4
2014-12-23,Di,HG2,"Putenhacksteak mit Champignonrahm (A,C,F,G,I,J,L)",G,2.2,2.9,3.9
2014-12-23,Di,HG3,"Schnitzel Wiener Art (3,A,C,F,G,I,J)",S,2.4,3.0,4.1
2014-12-24,Mi,HG1,Frohe Weihnachten,,1.9,2.7,3.5
2018-01-02,Di,N1,Bananenpudding (G),V,0.8,1.0,1.5
2018-01-02,Di,B2,"Butterbohnen (3,G,I)",V,0.8,1.0,1.5
2018-01-02,Di,HG2,"Gemüsepaella mit Bio-Vollkornreis und Walnüssen (3,H,I)","VG,MV",2.8,3.4,4.4
2018-01-02,Di,Suppe,"Karotten-Ingwer-Suppe (3,A,I,AA)",V,0.7,0.9,1.4
2018-01-02,Di,N2,"Kokos Mousse Karibik (1,F,G)",V,1.1,1.4,1.6
2018-01-02,Di,HG3,"Putenschnitzel paniert mit Waffelkartoffeln (8,A,C,I,AA)",G,3.1,3.9,4.6
2018-01-02,Di,B5,"Salat Buffet (1,3,4,5,6,9,16,A,C,G,H,J,L,AA)",V,3.0,3.5,4.2
2018-01-02,Di,B6,"Salat Buffet (1,3,4,5,6,9,16,A,C,G,H,J,L,AA)",V,3.0,3.5,4.2
2018-01-02,Di,B3,"Salatmix I (3)Paprikasalat (3,16)RadischensalatCesar Dressing (3,C,G,J)Essig-Öl Dressing mediteran (3,16)","VG,VG,VGC,V,VG",0.9,1.1,1.6
2018-01-02,Di,B1,Salzkartoffeln (5),VG,0.7,0.9,1.4
2018-01-02,Di,HG1,"Spaghetti Carbonara (2,3,8,A,C,G,I,AA)",,2.0,2.8,3.6
2018-01-02,Di,B4,"Waffelkartoffeln (8,A,I,AA)",VG,1.0,1.1,1.6
2018-01-03,Mi,N1,Himbeerpudding (G),V,0.8,1.0,1.5
2018-01-03,Mi,HG2,"Hähnchenkeule mit Tomaten-Paprikasauce und Risi-Bisi (3,A,I,AA)",G,2.0,2.8,3.6
2018-01-03,Mi,B1,"Reis Risi Bisi (3,I)",VG,0.7,0.9,1.4
2018-01-03,Mi,Suppe,"Rinderbrühe mit Grießnockerl (3,A,C,I,AA)",R,0.7,0.9,1.4
2018-01-03,Mi,HG3,"Rosmarinkartoffel mit gebr. Gemüse u. Dip (2,3,F)",VG,2.8,3.4,4.4
2018-01-03,Mi,B5,"Salat Buffet (1,3,4,5,6,9,16,A,C,G,H,J,L,AA)",V,3.0,3.5,4.2
2018-01-03,Mi,B3,"Salatmix II (3)Isartaler Salat (3,16)Karottenrohkost (3)American Dressing (3,9,16,C,G,J)Essig-Öl Dressing mediteran (3,16)","VG,VG,V,V,VG",0.9,1.1,1.6
2018-01-03,Mi,N2,"Schokoquark (F,G)",V,0.8,1.0,1.5
2018-01-03,Mi,B2,"Schwarzwurzelgemüse (3,A,G,I,AA)",V,0.8,1.0,1.5
2018-01-03,Mi,B4,"Twister (8,A,AA)",VG,1.0,1.1,1.6
2018-01-03,Mi,HG1,"XXL Burger mit Twister (2,3,8,9,16,A,C,G,J,K,AA)",R,0.0,0.0,0.0
2018-01-04,Do,B1,"Bio-Fusilli (A,AA)","B,VG",0.8,1.0,1.5
2018-01-04,Do,HG2,"Kaiserschmarrn (3,C,G,AA)",V,2.5,3.1,4.2
2018-01-04,Do,N1,"Pudding mit Vanillegeschmack und Heidelbeeren (1,16,G)","V,A",0.8,1.0,1.5
2018-01-04,Do,HG3,"Putensteak a la Caprese mit Bio Farfalle (3,A,C,G,AA)",G,3.8,4.8,5.3
2018-01-04,Do,B4,Rosmarinkartoffel,VG,1.0,1.1,1.6
2018-01-04,Do,B5,"Salat Buffet (1,3,4,5,6,9,16,A,C,G,H,J,L,AA)",V,3.0,3.5,4.2
2018-01-04,Do,B3,"Salatmix III (3)Tomatensalat (3,16)Kohlrabirohkost (3,9,C,G,H,J,HB)",V,0.9,1.1,1.6
2018-01-04,Do,N2,"Tiramisu A (1,3,8,14,A,C,G,AA)",V,1.1,1.4,1.6
2018-01-04,Do,Suppe,"Tomatensuppe (3,G,I)",V,0.7,0.9,1.4
2018-01-04,Do,HG1,"Veganer Pichelsteiner und Brot (3,A,G,I,L,AA,AB)","VG,V",2.0,2.8,3.6
2018-01-04,Do,B2,"Wirsinggemüse (3,A,G,I,AA)",V,0.8,1.0,1.5
2018-01-05,Fr,N2,"Chocolat de Coco (F,G)",V,1.1,1.4,1.6
2018-01-05,Fr,B3,"Kartoffelsalat (3,I,J)",VG,1.0,1.1,1.6
2018-01-05,Fr,N1,"Mandelpudding mit Mango (1,G)",V,0.8,1.0,1.5
2018-01-05,Fr,Suppe,"Meerrettichsuppe (3,5,9,16,A,G,I,AA)",V,0.7,0.9,1.4
2018-01-05,Fr,HG2,"Pasta Asciutta (3,A,C,G,I,AA)","S,R",2.8,3.4,4.4
2018-01-05,Fr,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-01-05,Fr,B4,"Ratatouille (3,I)",VG,1.0,1.1,1.6
2018-01-05,Fr,B5,"Salat Buffet (1,3,4,5,6,9,16,A,C,G,H,J,L,AA)",V,3.0,3.5,4.2
2018-01-05,Fr,B2,"Salatmix V (3)Blumenkohlsalat (3,16)Tomatensalat (3,16)Sauerrahm-Dill-Senf-Dressing (3,G,J)Essig-Öl Dressing mediteran (3,16)","VG,VG,VG,VG",0.9,1.1,1.6
2018-01-05,Fr,HG3,"Scholle pan. mit Kräuterquark-Dip und Petersilienkarto. (3,5,A,D,G,I,AA)",F,3.1,3.9,4.6
2018-01-05,Fr,HG1,"Spanische Tortilla mit Paprikadip (3,5,16,A,C,G,I,AA)",V,2.0,2.8,3.6
2018-07-02,Mo,B2,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2018-07-02,Mo,N3,"Dänisches Zitronen Fromage (1,3,F,G)",V,1.1,1.4,1.6
2018-07-02,Mo,N1,Himbeerjoghurt (G),V,0.8,1.0,1.5
2018-07-02,Mo,HG3,"Hähnchen-Filet-Spieß (G,I,3) ",G,3.1,3.9,4.6
2018-07-02,Mo,B1,"Kaisergemüse (3,I)",VG,0.8,1.0,1.5
2018-07-02,Mo,B5,"Kartoffelsalat (3,I,J)",VG,1.0,1.1,1.6
2018-07-02,Mo,Suppe,"Lauchcremesuppe (3,A,G,I,AA)",V,0.7,0.9,1.4
2018-07-02,Mo,HG1,"Polentaschnitte auf Tomaten-Bohnenragout (3,I)",VG,2.0,2.8,3.6
2018-07-02,Mo,B4,Pommes Frites Wellenschnitt (8),VG,1.0,1.1,1.6
2018-07-02,Mo,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-02,Mo,B3,Salatmix ,V,0.9,1.1,1.6
2018-07-02,Mo,HG4,"Schweine Hütten Cordon Bleu mit Kartoffelsalat (2,3,8,A,C,G,AA)",S,3.1,3.9,4.6
2018-07-02,Mo,HG2,"Tagliatelle in Waldpilzrahm (3,A,G,I,AA)",V,2.8,3.4,4.4
2018-07-02,Mo,N2,"Vanille Erdbeer Trifle (1,8,C,F,G,AA)",V,1.1,1.4,1.6
2018-07-03,Di,N1,"Bananenjoghurt (3,G)",V,0.8,1.0,1.5
2018-07-03,Di,B3,"Buttergemüse bayrisch (3,G,I)",V,0.8,1.0,1.5
2018-07-03,Di,N3,"Chocolat de Coco (F,G)",V,1.1,1.4,1.6
2018-07-03,Di,B2,"Farfalle (A,AA)",V,0.8,1.0,1.5
2018-07-03,Di,B5,Homestyle Fries,V,1.0,1.1,1.6
2018-07-03,Di,Suppe,"Leberspätzlesuppe (3,C,I,AA)",S,0.7,0.9,1.4
2018-07-03,Di,N2,"Panna Cotta mit Fruchtspiegel (3,F,G)",S,1.1,1.4,1.6
2018-07-03,Di,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-07-03,Di,HG2,"Pfannengyros mit Tzaziki und Pommes frites (3,8,G,I)",S,3.1,3.9,4.6
2018-07-03,Di,HG1,"Pikante Sesamnudeln mit asiatischem Pfannengemüse (3,A,F,I,K,AA)",VG,2.0,2.8,3.6
2018-07-03,Di,HG4,"Puten Salbei-Schnitzel mit Farfalle (3,A,G,AA)",G,3.1,3.9,4.6
2018-07-03,Di,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-03,Di,B4,"Salatmix II (3)Gurkencocktail (16,G)Sellerierohkost (3,G,H,HB)Curry Dressing (2,3,9,C,G,J)Essig-Öl Dressing mediteran (3,16)","VG,V,V,V,VG",0.9,1.1,1.6
2018-07-03,Di,HG3,"Seelachs Müllerin mit Kartoffel-Gurkensalat (9,A,C,D,G,J,AA)",F,3.1,3.9,4.6
2018-07-04,Mi,HG1,"4 Stück Bratwürste mit Sauerkraut (AA,G,AB,I,4,8,3)",S,2.5,3.1,4.2
2018-07-04,Mi,B1,"Bio-Fusilli (A,AA)","B,VG",0.8,1.0,1.5
2018-07-04,Mi,N3,"Erdbeer und Rote Johannisbeer Mousse (1,3,G)",V,1.1,1.4,1.6
2018-07-04,Mi,HG2,"Gyros vom Schwein (G,I,3,AA,8)",S,3.1,3.9,4.6
2018-07-04,Mi,B2,"Karotten-Broccoligemüse (3,I)",VG,0.8,1.0,1.5
2018-07-04,Mi,B5,"Kartoffelgnocchi (3,A,C,AA)",V,1.0,1.1,1.6
2018-07-04,Mi,N2,Mango Joghurt (G),V,0.8,1.0,1.5
2018-07-04,Mi,N1,"Pudding Siciliana (1,G,H,HC)",V,0.8,1.0,1.5
2018-07-04,Mi,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-04,Mi,B3,Salatmix ,VG,0.9,1.1,1.6
2018-07-04,Mi,HG3,Schweineschnitzel amerikanisch (3),,3.1,3.9,4.6
2018-07-04,Mi,Suppe,"Tomaten-Basilikum-Suppe (3,G,I)",V,0.7,0.9,1.4
2018-07-04,Mi,B4,"Twister (8,A,AA)",VG,1.0,1.1,1.6
2018-07-04,Mi,HG4,"Veganer Salatteller mit Falafel*VG (3,16,A,F,I)",VG,4.0,5.0,5.5
2018-07-05,Do,B1,"Bohnengemüse (3,I)",VG,0.8,1.0,1.5
2018-07-05,Do,N3,"Englishmint Mousse (1,F,G)",V,1.1,1.4,1.6
2018-07-05,Do,HG1,"Gemüsecouscous orientalisch (3,A,I,AA)",VG,2.0,2.8,3.6
2018-07-05,Do,HG3,"Hähnchenbrustfilet Marengo mit Mini Rösti (A,G,I,AA)",G,3.1,3.9,4.6
2018-07-05,Do,B5,"Kroketten (A,AA)",V,1.0,1.1,1.6
2018-07-05,Do,HG2,"Lasagne Bolognese - hausgemacht (1,2,3,A,C,G,AA)","S,R",2.8,3.4,4.4
2018-07-05,Do,N2,"Preiselbeerquark (3,G)",V,0.8,1.0,1.5
2018-07-05,Do,N1,"Pudding mit Vanillegeschmack (1,G)",V,0.8,1.0,1.5
2018-07-05,Do,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-05,Do,B2,Salatmix ,V,0.9,1.1,1.6
2018-07-05,Do,HG4,"Sauerbraten, Schupfnudeln und Preiselbeer- Birne (3,16,A,C,G,I,AA,)",R,4.7,5.7,6.2
2018-07-05,Do,B3,"Schupfnudeln (3,A,C,I,AA)",V,1.0,1.1,1.6
2018-07-05,Do,Suppe,"Speckklösschensuppe (A,C,G,AA)","S,R",0.7,0.9,1.4
2018-07-05,Do,B4,"Spätzle (C,AA)",V,1.0,1.1,1.6
2018-07-06,Fr,N2,"Ananasquark (3,G)",V,0.8,1.0,1.5
2018-07-06,Fr,B1,"Buttererbsen (3,G,I)",V,0.8,1.0,1.5
2018-07-06,Fr,HG2,"Champignon-Bohnen-Ragout mit Bulgur (3,A,F,H,I)","VG,MV",2.8,3.4,4.4
2018-07-06,Fr,B2,"Gemüsereis (3,I)",VG,0.8,1.0,1.5
2018-07-06,Fr,HG1,"Quarktaler mit Zwetschgen (G,H,HA)",V,2.0,2.8,3.6
2018-07-06,Fr,B3,Risoleekartoffeln,VG,0.8,1.0,1.5
2018-07-06,Fr,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-06,Fr,B4,"Salatmix V (3)Isartaler Salat (3,16)RadischensalatSylter Dressing (G,J,L)Essig-Öl Dressing mediteran (3,16)","VG,VG,VGS,V,VG",0.9,1.1,1.6
2018-07-06,Fr,HG4,"Schlemmerfilet mit Gemüsereis (3,16,A,D,G,I,AA)","F,A",3.1,3.9,4.6
2018-07-06,Fr,N1,Schoko-Banane (G),V,0.8,1.0,1.5
2018-07-06,Fr,Suppe,"Selleriecremesuppe (3,A,G,I,AA)",V,0.7,0.9,1.4
2018-07-06,Fr,HG3,"Tandoori-Chicken (A,G,J)",G,3.1,3.9,4.6
2018-07-09,Mo,HG2,"Bayerische Krautschupfnudeln (3,A,C,I,AA)",V,2.3,3.0,4.0
2018-07-09,Mo,HG1,"Bio-Fiocchi mit feurigem Tomaten-Mangoragout (3,A,I,AA)","VG,MV",2.0,2.8,3.6
2018-07-09,Mo,N2,Bio-Himbeerjoghurt (G),"B,V",0.9,1.1,1.5
2018-07-09,Mo,N3,"Cheescake-Creme (3,8,C,F,G,AA)",V,1.1,1.4,1.6
2018-07-09,Mo,N1,Erdbeerpudding (G),V,0.8,1.0,1.5
2018-07-09,Mo,HG4,"Hähnchen Gyros mit Paprikaquark, Fladenbrot (3,G,K,AA)","G,MV",3.5,4.5,5.0
2018-07-09,Mo,B5,"Kartoffel-Gurkensalat (3,16,I,J)",VG,1.0,1.1,1.6
2018-07-09,Mo,B2,"Mischgemüse (3,A,I,AA)",V,0.8,1.0,1.5
2018-07-09,Mo,B4,"Potato Dipers (1,8)",V,1.0,1.1,1.6
2018-07-09,Mo,HG3,"Puten-Curry-Pfanne (C,G,AA,I)",G,3.1,3.9,4.6
2018-07-09,Mo,B1,"Reis mexikanisch (3,I)",VG,0.8,1.0,1.5
2018-07-09,Mo,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-09,Mo,B3,Salatmix ,V,0.9,1.1,1.6
2018-07-09,Mo,Suppe,"Zucchinirahmsuppe (3,A,G,I,AA)",V,0.7,0.9,1.4
2018-07-10,Di,N1,Beerenjoghurt (G),V,0.8,1.0,1.5
2018-07-10,Di,B3,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2018-07-10,Di,B1,"Bio-Fusilli (A,AA)","B,VG",0.8,1.0,1.5
2018-07-10,Di,HG1,"Crepes mit feinem Gemüse (3,8,A,C,G,I,AA)",V,2.0,2.8,3.6
2018-07-10,Di,HG3,"Currywurst mit Pommes Frites (2,3,8,16,A,I,J,AA)","S,R",3.1,3.9,4.6
2018-07-10,Di,Suppe,"Gemüse-Kokos-Suppe (C,G,I,A,AA)",V,0.7,0.9,1.4
2018-07-10,Di,HG4,"Hähnchen-Gnocchi-Pfanne (C,G,AA,I)",G,3.1,3.9,4.6
2018-07-10,Di,N2,"Kokos Mandelpudding mit Ananas (1,3,G)",V,0.8,1.0,1.5
2018-07-10,Di,HG2,"Pasta mit Lauch-Sojasahne und Walnüssen (3,A,F,H,I,AA)","VG,MV",2.5,3.1,4.2
2018-07-10,Di,B5,Pommes frites (8),VG,1.0,1.1,1.6
2018-07-10,Di,B2,"Rosenkohl mit Semmelbrösel (3,A,I,AA)",VG,0.8,1.0,1.5
2018-07-10,Di,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-10,Di,B4,"Salatmix II (3)Gurkensalat (3,16)Karottenrohkost mit Äpfeln und Sesam (3,G,K)","VG,VG,V,V,VG",0.9,1.1,1.6
2018-07-10,Di,N3,"Tiramisu im Glas (1,8,14,C,G,AA)","V,A",1.1,1.4,1.6
2018-07-11,Mi,HG1,"Bio-Penne Rigate mit Käse-Sahnesauce (A,G,F,AA)","V,B",2.0,2.8,3.6
2018-07-11,Mi,HG2,"Gemüsepaella mit Bio-Vollkornreis und Walnüssen (HC,3,H,I)","VG,MV",3.1,3.9,4.6
2018-07-11,Mi,N3,"Grießspeise mit Erdbeeren (F,G,AA)",V,1.1,1.4,1.6
2018-07-11,Mi,N1,Heidelbeerquark (G),V,0.8,1.0,1.5
2018-07-11,Mi,HG4,"Hähnchenbrust Karibisch mit Bio-Basmatireis (3,I)",G,4.0,5.0,5.5
2018-07-11,Mi,Suppe,"Kartoffel-Lauch-Suppe (3,5,I)",V,0.7,0.9,1.4
2018-07-11,Mi,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2018-07-11,Mi,B5,"Kroketten (A,AA)",V,1.0,1.1,1.6
2018-07-11,Mi,B4,"Reiberknödel (2,3,5,A,L,AA)",VG,1.0,1.1,1.6
2018-07-11,Mi,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-11,Mi,B3,Salatmix ,V,0.9,1.1,1.6
2018-07-11,Mi,B2,"Sauerkraut (2,3,8,I)",S,0.7,0.9,1.4
2018-07-11,Mi,N2,Schokopudding mit Kokosmilch (G),V,0.9,1.1,1.5
2018-07-11,Mi,HG3,"Schweineschnitzel ""Wiener Art"" (2,3,8,A,C,G,AA)","S,A",3.1,3.9,4.6
2018-07-12,Do,B2,"Bio-Fusilli (A,AA)","B,VG",0.8,1.0,1.5
2018-07-12,Do,Suppe,"Bulgarische Toptscheta (3,C,G,I)",S,0.7,0.9,1.4
2018-07-12,Do,N3,"Erdnuss-Aprikosen Creme (1,E,G)",V,1.1,1.4,1.6
2018-07-12,Do,HG1,"Gebratenes Gemüse mit Bio-Volkornreis (3,F,I)",VG,2.0,2.8,3.6
2018-07-12,Do,B5,"Herzogin Kartoffeln (A,C,G,AA)",V,1.0,1.1,1.6
2018-07-12,Do,B4,"Kartoffelspätzle (A,C,AA)",V,1.0,1.1,1.6
2018-07-12,Do,B1,"Leipziger Allerlei Gemüse (3,I)",VG,0.8,1.0,1.5
2018-07-12,Do,N1,Moccapudding (G),V,0.8,1.0,1.5
2018-07-12,Do,HG2,"Polenta mit Gemüse (I,3,G)",V,2.0,2.8,3.6
2018-07-12,Do,HG3,"Rahmgulasch vom Schwein mit Spätzle (3,A,C,G,AA)",S,3.1,3.9,4.6
2018-07-12,Do,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-12,Do,B3,Salatmix ,V,0.9,1.1,1.6
2018-07-12,Do,HG4,"Schweine Nackensteak mit Rotweinsauce (1,3,5,8,16,A,C,I,AA)","S,A",3.8,4.2,4.7
2018-07-12,Do,N2,Straciatellaquark (G),V,0.8,1.0,1.5
2018-07-13,Fr,N2,"Apfelcreme (1,F,G)",V,0.9,1.1,1.5
2018-07-13,Fr,N1,Aprikosenjoghurt (G),V,0.8,1.0,1.5
2018-07-13,Fr,B3,Bio-Curryreis,"B,VG",0.8,1.0,1.5
2018-07-13,Fr,Suppe,"Bärlauchcremesuppe (3,A,G,I,AA)",V,0.7,0.9,1.4
2018-07-13,Fr,HG2,"Feuriges Kartoffelgulasch (3,A,F,AA)",VG,2.8,3.4,4.4
2018-07-13,Fr,N3,"Mousse Noisette (F,G,H,HB)",V,1.1,1.4,1.6
2018-07-13,Fr,B2,"Pariser Karotten (3,I)",VG,0.8,1.0,1.5
2018-07-13,Fr,B1,Risoleekartoffeln,VG,0.7,0.9,1.4
2018-07-13,Fr,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-07-13,Fr,B4,Salatmix ,V,0.9,1.1,1.6
2018-07-13,Fr,HG1,"Schinkennudeln (2,3,8,A,AA)",S,2.0,2.8,3.6
2018-07-13,Fr,HG3,"Tilapiafilet an Kokosgemüse und Bio Basmatireis (3,D,I,AA)",F,4.2,5.2,5.7
2018-07-16,Mo,B1,Bio-Buntes Gemüse (3),"B,VG",0.8,1.0,1.5
2018-07-16,Mo,B2,"Bio-Penne (A,AA)","B,VG",0.8,1.0,1.5
2018-07-16,Mo,HG4,"Bunte Gnocchi an Rinderragout mit Meerrettichsahne (3,5,9,16,A,G,I,AA)","R,A",3.8,4.8,5.3
2018-07-16,Mo,N2,Erdbeerquark (G),V,0.8,1.0,1.5
2018-07-16,Mo,Suppe,"Gemüsebrühe mit Eierstich (C,G,I,3)",G,0.7,0.9,1.4
2018-07-16,Mo,B5,"Kartoffelgnocchi (3,A,C,AA)",V,1.0,1.1,1.6
2018-07-16,Mo,HG2,Kichererbsen-Tomatentopf (3),"VG,MV",2.0,2.8,3.6
2018-07-16,Mo,HG1,"Penne Rigate mit Spinat (1,2,3,A,G,I,AA)",V,2.0,2.8,3.6
2018-07-16,Mo,HG3,"Puten Cordon bleu (2,3,8,A,C,G,AA)",G,3.1,3.9,4.6
2018-07-16,Mo,B3,Salatmix ,V,0.9,1.1,1.6
2018-07-16,Mo,N1,"Tutti-Fruti Pudding (1,3,G)",V,0.8,1.0,1.5
2018-07-16,Mo,B4,"Twister (8,A,AA)",VG,1.0,1.1,1.6
2018-07-16,Mo,N3,"Weißbiercreme mit Himbeeren (1,F,G)","V,A",1.1,1.4,1.6
2018-07-17,Di,Suppe,"Backerbsensuppe (3,8,A,C,G,I,AA)",V,0.7,0.9,1.4
2018-07-17,Di,N2,Bio-Schokoladenpudding (G),"B,V",0.9,1.1,1.5
2018-07-17,Di,N3,Cappuccinomousse (G),V,1.1,1.4,1.6
2018-07-17,Di,HG4,Halbes Grillhendl mit Ziggy Fries (8),G,4.6,5.6,6.1
2018-07-17,Di,N1,Himbeerquark (G),V,0.8,1.0,1.5
2018-07-17,Di,B1,"Karotten-Zucchinigemüse (3,I)",VG,0.8,1.0,1.5
2018-07-17,Di,HG1,"Penne Rigate mit Spinat (1,2,3,A,G,I,AA)",V,2.0,2.8,3.6
2018-07-17,Di,B3,Pommes Frites Wellenschnitt (8),VG,1.0,1.1,1.6
2018-07-17,Di,B2,Salatmix ,V,0.9,1.1,1.6
2018-07-17,Di,B4,"Spätzle (C,AA)",V,1.0,1.1,1.6
2018-07-17,Di,HG2,"Wrap mit Bohnen-Hummus vegan (3,8,F,AA)",VG,2.8,3.4,4.4
2018-07-17,Di,HG3,"Zwiebelschnitzel mit Spätzle (3,A,G,AA,C)",S,3.1,3.9,4.6
2018-07-18,Mi,N2,Bananenpudding (G),"V,",0.8,1.0,1.5
2018-07-18,Mi,B2,Bio-Curryreis,"B,VG",0.8,1.0,1.5
2018-07-18,Mi,B1,"Bio-Fusilli (A,AA)","B,VG",0.8,1.0,1.5
2018-07-18,Mi,B3,"Gemüsecocktail Mondial (3,I)",VG,0.8,1.0,1.5
2018-07-18,Mi,HG3,"Gratinierte Hähnchenbrust an Rahmsauce und Bio-Curryreis (2,3,8,16,A,G,I,AA)","G,A",3.6,4.6,5.1
2018-07-18,Mi,HG2,"Gulasch ungarisch mit Bio-Nudeln (3,A,I,AA)",R,3.1,3.9,4.6
2018-07-18,Mi,N1,Heidelbeerquark (G),V,0.8,1.0,1.5
2018-07-18,Mi,B5,Pfefferkartoffeln,VG,1.0,1.1,1.6
2018-07-18,Mi,B4,Salatmix ,V,0.9,1.1,1.6
2018-07-18,Mi,HG1,"Schupfnudel-Gemüsepfanne mit Schnittlauchdip (3,A,C,G,I,AA)",V,2.0,2.8,3.6
2018-07-18,Mi,Suppe,"Spargelcremesuppe (3,A,G,I,AA)",V,0.7,0.9,1.4
2018-07-18,Mi,N3,"Stracciatella Schnitte (1,3,8,A,C,G,AA)",V,1.1,1.4,1.6
2018-07-19,Do,B1,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2018-07-19,Do,N2,"Bio-Rotweinpflaumen Joghurt (16,G)","B,V,A",0.9,1.1,1.5
2018-07-19,Do,B5,"Bratkartoffeln (3,5)",VG,1.0,1.1,1.6
2018-07-19,Do,HG1,"Bratwürstl mit Kartoffelsalat (I,4,8,J)",S,2.5,3.1,4.2
2018-07-19,Do,N3,"Creme Caramel (1,C,G)",,1.1,1.4,1.6
2018-07-19,Do,Suppe,"Kichererbsensuppe (3,H)",V,0.7,0.9,1.4
2018-07-19,Do,B2,"Lauchgemüse (3,A,G,I,AA)",V,0.8,1.0,1.5
2018-07-19,Do,HG3,"Putenschnitzel paniert mit Waffelkartoffeln (8,A,C,I,AA)",G,3.1,3.9,4.6
2018-07-19,Do,N1,Sahnepudding (G),V,0.8,1.0,1.5
2018-07-19,Do,B3,Salatmix ,V,0.9,1.1,1.6
2018-07-19,Do,HG2,"Tortellini Formaggio (3,A,C,G,I,AA)",V,2.5,3.1,4.2
2018-07-19,Do,B4,"Waffelkartoffeln (8,A,I,AA)",VG,1.0,1.1,1.6
2018-07-20,Fr,HG2,"Alaska Seelachsfilet gebacken mit Kartoffelsalat (3,9,C,D,G,J,AA)",F,3.1,3.9,4.6
2018-07-20,Fr,Suppe,"Chicken-Currysuppe (3,J)",G,0.7,0.9,1.4
2018-07-20,Fr,HG1,"Fleischkäse mit Spiegelei (2,3,4,8,C,I)",S,2.0,2.8,3.6
2018-07-20,Fr,B2,"Gemüsecocktail (3,I,A,AA,G)",V,0.8,1.0,1.5
2018-07-20,Fr,B4,"Kartoffelsalat (3,I,J)",VG,1.0,1.1,1.6
2018-07-20,Fr,HG3,"Kirschrahmstrudel mit Vanillesauce (3,C,G,AA)",V,3.1,3.9,4.6
2018-07-20,Fr,N2,"Mousse Noisette (F,G,H,HB)",V,1.1,1.4,1.6
2018-07-20,Fr,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2018-07-20,Fr,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
