datum,tag,warengruppe,name,kennz,stud,bed,gast
2018-12-19,Mi,HG4,"Currywurst mit Pommes Frites (2,3,8,16,A,AA,I,J)","S,R",3.1,3.9,4.6
2018-12-19,Mi,N1,Eierlikor Pudding (G),"V,A",0.8,1.0,1.5
2018-12-19,Mi,B2,"Erbsen-Karotten-Lauchgemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-12-19,Mi,N2,Himbeerjoghurt (G),V,0.8,1.0,1.5
2018-12-19,Mi,HG3,"Jägerschnitzel mit Kartoffelspätzle (3,A,AA,C,G,I)",S,3.1,3.9,4.6
2018-12-19,Mi,B6,"Kartoffelspätzle (A,AA,C)",V,1.0,1.1,1.6
2018-12-19,Mi,HG2,"Kartoffeltaschen auf Leipziger Allerlei (3,5,A,AA,G)",V,2.8,3.4,4.4
2018-12-19,Mi,N3,Mousse Schokolade (G),V,1.1,1.4,1.6
2018-12-19,Mi,B5,Pommes frites (8),VG,1.0,1.1,1.6
2018-12-19,Mi,B7,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-12-19,Mi,B4,"Salatmix (3)TomatensalatG (3,16)Blaukraut-ApfelrohkostG (16)Creme Fraiche Kräuterdressing (16,G,I)Balsamico DressingG (1,3,16,I)","V,VG,VG,V,VG",0.9,1.1,1.6
2018-12-19,Mi,HG1,"Veganer Grießbrei mit Heidelbeeren (AA,F)",VG,2.0,2.8,3.6
2018-12-20,Do,N2,"Bananenquark (3,G)",V,0.8,1.0,1.5
2018-12-20,Do,HG4,Bio Spaghetti Bolognese,"R, B",3.1,3.9,4.6
2018-12-20,Do,B2,"Champignonreis (3,I)",VG,0.8,1.0,1.5
2018-12-20,Do,HG2,Crepes mit Gemüse überbacken,V,2.0,2.8,3.6
2018-12-20,Do,N3,"Fruchtzauber (1,3,F,G)",V,1.1,1.4,1.6
2018-12-20,Do,HG1,Großer Saal rechts heute u. morgen geschlossen!,,0.0,0.0,0.0
2018-12-20,Do,HG3,Kichererbsen-Tomatentopf (3),"VG,MV",2.0,2.8,3.6
2018-12-20,Do,B3,"Lauchgemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2018-12-20,Do,Suppe,"Legierte Grießsuppe (3,AA,C,I)",V,0.7,0.9,1.4
2018-12-20,Do,B1,Petersilienkartoffeln,VG,0.7,0.9,1.4
2018-12-20,Do,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-12-20,Do,B4,Salatmix,V,0.9,1.1,1.6
2018-12-20,Do,N1,Schokopudding (G),V,0.8,1.0,1.5
2018-12-21,Fr,HG1,Die Ausgabe großer Saal rechts ist heute geschlossen! Frohe Weihnachten,,0.0,0.0,0.0
2018-12-21,Fr,Suppe,"Gemüsecremesuppe (AA,G)",G,0.7,0.9,1.4
2018-12-21,Fr,B1,"Karotten-Zucchinigemüse (3,I)",VG,0.8,1.0,1.5
2018-12-21,Fr,N2,"Kirschbecher (C,F,G)","V,A",1.1,1.4,1.6
2018-12-21,Fr,HG3,"Mariniertes Tofusteak auf buntem Glasnudelsalat (16,A,F,J,K)","VG,MV",3.1,3.9,4.6
2018-12-21,Fr,N1,"Preiselbeerjoghurt (3,G)",V,0.8,1.0,1.5
2018-12-21,Fr,B3,Rosmarinkartoffeln,VG,1.0,1.1,1.6
2018-12-21,Fr,HG4,"Saibling mediterran mit Rosmarinkartoffeln (3,AA,D)",F,3.6,4.6,5.1
2018-12-21,Fr,B4,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2018-12-21,Fr,B2,Salatmix ,V,0.9,1.1,1.6
2018-12-21,Fr,HG2,"Süßer Semmelschmarrn mit Apfelmus (1,3,AA,AB,AC,AD,C,F,G,K)",V,2.0,2.8,3.6
2019-01-07,Mo,N2,"Ananasjoghurt (3,G)",V,0.8,1.0,1.5
2019-01-07,Mo,N1,Bananenpudding (G),V,0.8,1.0,1.5
2019-01-07,Mo,B2,"Butterbohnen (3,G,I)",V,0.8,1.0,1.5
2019-01-07,Mo,HG2,"Chili con Soja (VG) mit Baguette(V) (3,AA,F,I)",VG,3.1,3.9,4.6
2019-01-07,Mo,HG4,"Karibik-Bowl (3,8,B,I)",F,5.0,6.0,6.5
2019-01-07,Mo,Suppe,"Karotten-Ingwer-Suppe (3,A,AA,I)",V,0.7,0.9,1.4
2019-01-07,Mo,N3,"Kokos Mousse Karibik (C,F,G)",V,1.1,1.4,1.6
2019-01-07,Mo,HG1,"Pasta Carbonara (1,2,3,8,A,AA,C,G,I)",S,2.0,2.8,3.6
2019-01-07,Mo,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2019-01-07,Mo,HG3,"Putenschnitzel paniert mit Waffelkartoffeln (8,A,AA,C,I)",G,3.1,3.9,4.6
2019-01-07,Mo,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-07,Mo,B3,Salatmix ,V,0.9,1.1,1.6
2019-01-07,Mo,B4,"Waffelkartoffeln (8,A,AA,I)",VG,1.0,1.1,1.6
2019-01-08,Di,HG2,"Balkan-Gemüsepfanne mit Hirtenkäse (3,G)",V,2.5,3.1,4.2
2019-01-08,Di,B2,"Bio-Nudeln (A,AA)","B,VG",0.8,1.0,1.5
2019-01-08,Di,HG4,"Cheesburger mit Steakhous Pommes (1,2,3,8,9,16,AA,C,G,J,K)",R,4.5,5.5,6.0
2019-01-08,Di,HG1,"Gemüsecrepes (G,I,3,A,C,8)",V,2.0,2.8,3.6
2019-01-08,Di,HG3,"Gemüsespätzle (3,AA,C,G)",V,2.8,3.4,4.4
2019-01-08,Di,N2,Himbeerpudding (G),V,0.8,1.0,1.5
2019-01-08,Di,N3,"Lemon Mousse (C,F,G)",V,1.1,1.4,1.6
2019-01-08,Di,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-08,Di,B3,Salatmix ,V,0.9,1.1,1.6
2019-01-08,Di,N1,Schokoquark (G),V,0.8,1.0,1.5
2019-01-08,Di,B1,"Schwarzwurzelgemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2019-01-08,Di,Suppe,"Speckklößchensuppe (3,A,AA,C,I)","R,S",0.7,0.9,1.4
2019-01-08,Di,B4,Steakhouse Pommes frites (8),VG,1.0,1.1,1.6
2019-01-09,Mi,B2,Bio-Nudeln (AA),"B,VG",0.8,1.0,1.5
2019-01-09,Mi,HG4,Bio-Rindergulasch ungarisch mit Reis (AA),"R,BL,B",3.1,3.9,4.6
2019-01-09,Mi,HG2,"Kaaspressknödel mit Gemüse (G,C,AA,1,3)",V,2.3,3.0,4.0
2019-01-09,Mi,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2019-01-09,Mi,HG1,"Pasta Asciutta (3,A,AA,C,G,I)","S,R",2.0,2.8,3.6
2019-01-09,Mi,N2,"Pudding mit Vanillegeschmack und Heidelbeeren (1,16,G)","V,A",0.8,1.0,1.5
2019-01-09,Mi,HG3,"Putensteak a la Caprese mit Kartoffelpüree (3,AA,G,I)",G,3.1,3.9,4.6
2019-01-09,Mi,B5,Rosmarinkartoffeln,VG,1.0,1.1,1.6
2019-01-09,Mi,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-09,Mi,B4,Salatmix ,V,0.9,1.1,1.6
2019-01-09,Mi,N1,Schokoquark (G),V,0.8,1.0,1.5
2019-01-09,Mi,N3,"Tiramisu (1,3,8,14,A,AA,C,G)","A,R",1.1,1.4,1.6
2019-01-09,Mi,Suppe,"Tomatensuppe (3,G,I)",V,0.7,0.9,1.4
2019-01-09,Mi,B3,"Wirsinggemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2019-01-10,Do,B1,"Bandnudeln (A,AA)",VG,0.7,0.9,1.4
2019-01-10,Do,N2,Bio-Schokoladenpudding (G),"B,V",0.9,1.1,1.5
2019-01-10,Do,B4,"Bratkartoffeln (3,5,AA)",VG,1.0,1.1,1.6
2019-01-10,Do,N1,Brombeerjoghurt (G),V,0.8,1.0,1.5
2019-01-10,Do,HG4,"Chop Suey mit Mie-Nudeln (1,3,A,AA,F,I,K)",S,3.1,3.9,4.6
2019-01-10,Do,B2,"Frühlingsgemüse (3,I)",VG,0.8,1.0,1.5
2019-01-10,Do,HG1,"Kartoffeltaschen mit Gemüse (G,3,5,AA,A)",V,2.0,2.8,3.6
2019-01-10,Do,HG2,"Sahnetortellini (3,A,AA,C,G,I)",R,2.8,3.4,4.4
2019-01-10,Do,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-10,Do,B3,Salatmix ,V,0.9,1.1,1.6
2019-01-10,Do,HG3,"Schweine Cordon Bleu mit Kartoffelpüree (2,3,8,AA,C,G,J)",S,3.1,3.9,4.6
2019-01-10,Do,N3,"Walnuss Mousse (1,F,G,H,HC)",V,1.1,1.4,1.6
2019-01-10,Do,Suppe,"Zwiebelsuppe mit Croutons (1,3,16,AA,G,I)","V,A",0.7,0.9,1.4
2019-01-11,Fr,B1,Bio-Curryreis,"B,VG",0.8,1.0,1.5
2019-01-11,Fr,HG3,Bio-Rindergulasch ungarisch mit Reis (AA),"R,B,BL",3.1,3.9,4.6
2019-01-11,Fr,N2,"Chocolat de Coco (F,G)",V,1.1,1.4,1.6
2019-01-11,Fr,HG1,"Kaiserschmarrn""schwarz/weiß"" mit Apfelmus (3,A,AA,C,G,H,HA)",V,2.0,2.8,3.6
2019-01-11,Fr,B3,Kartoffeln mexikanische Art (5),VG,1.0,1.1,1.6
2019-01-11,Fr,N1,"Mandelpudding mit Mango (1,G)",V,0.8,1.0,1.5
2019-01-11,Fr,Suppe,"Meerrettichsuppe (3,5,9,16,A,AA,G,I)","V,A",0.7,0.9,1.4
2019-01-11,Fr,B4,"Ratatouille (3,I)",VG,1.0,1.1,1.6
2019-01-11,Fr,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-11,Fr,B2,Salatmix ,V,0.9,1.1,1.6
2019-01-11,Fr,HG2,"Schmorgurken-Curry mit Bio-Duftreis (3,HD,I)",VG,2.5,3.1,4.2
2019-01-11,Fr,HG4,"Tilapiafilet in Senfrahm und Gemüsetagliatelle (3,A,AA,D,G,I,J)",F,3.1,3.9,4.6
2019-01-14,Mo,B2,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2019-01-14,Mo,N2,Bio-Erdbeerjoghurt (G),"B,V",0.9,1.1,1.5
2019-01-14,Mo,HG4,"Ente süß-sauer mit Bio-Basmatireis (3,16,A,F)",G,4.8,5.8,6.3
2019-01-14,Mo,N1,"Haselnusspudding (G,HB)",V,0.8,1.0,1.5
2019-01-14,Mo,HG1,"Indisches Gemüsecurry (3,I)",VG,2.0,2.8,3.6
2019-01-14,Mo,B3,"Kaisergemüse (3,I)",VG,0.8,1.0,1.5
2019-01-14,Mo,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2019-01-14,Mo,B7,Kartoffelsalat (J),VG,1.0,1.1,1.6
2019-01-14,Mo,HG2,"Köttbullar mit Rahmsoße, Preiselbeeren und Kartoffelpüree (3,A,AA,C,G,I)","S,R",2.8,3.4,4.4
2019-01-14,Mo,N3,"Orangen Creme (1,3,F,G)",V,1.1,1.4,1.6
2019-01-14,Mo,B8,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-14,Mo,B4,Salatmix ,V,0.9,1.1,1.6
2019-01-14,Mo,HG3,"Schnitzel Wiener Art mit Pommes frites (2,3,8,AA,C)",S,3.1,3.9,4.6
2019-01-14,Mo,B5,"Speckkartoffeln (2,3,8)",S,1.0,1.1,1.6
2019-01-14,Mo,Suppe,"Steinpilzcremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2019-01-14,Mo,B6,"Waffelkartoffeln (8,A,AA,I)",VG,1.0,1.1,1.6
2019-01-15,Di,N2,Beerenquark (G),V,0.8,1.0,1.5
2019-01-15,Di,B3,Bio-Paprikareis (3),"B,VG",0.8,1.0,1.5
2019-01-15,Di,N1,"Birnenpudding (3,G)",V,0.8,1.0,1.5
2019-01-15,Di,HG3,"Canneloni al Forno (3,A,AA,G,I)","S,R",3.1,3.9,4.6
2019-01-15,Di,B2,"Karottengemüse (3,A,AA,G,I)",V,0.8,1.0,1.5
2019-01-15,Di,B5,"Kartoffelgnocchi (3,A,AA,C)",V,1.0,1.1,1.6
2019-01-15,Di,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2019-01-15,Di,N3,Mousse Schokolade (G),V,1.1,1.4,1.6
2019-01-15,Di,Suppe,"Nudelsuppe (3,A,AA,C,I)",V,0.7,0.9,1.4
2019-01-15,Di,HG1,"Reisgericht mexikanisch (3,I)",VG,2.0,2.8,3.6
2019-01-15,Di,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-15,Di,B4,"Salatmix (3)Sylter Dressing (G,I,J,L)Balsamico DressingG (1,3,16,I)Salat RioG (3,16)Rettichrohkost (16,G)","V,V,VG,VG,V",0.9,1.1,1.6
2019-01-15,Di,HG4,"Tintenfisch Tapas auf Paprikareis (3,8,AA,G,I,N)",F,3.1,3.9,4.6
2019-01-15,Di,HG2,"Zwiebelschnitzel mit Kartoffelpüree (3,A,AA,G)",S,3.1,3.9,4.6
2019-01-16,Mi,B2,"Bio-Nudeln (3,AA)","B,VG",0.8,1.0,1.5
2019-01-16,Mi,N2,Bio-Vanillepudding (G),"B,V",0.9,1.1,1.5
2019-01-16,Mi,HG2,"Currywurst mit Pommes Frites (2,3,8,16,I,J)","S,R",3.1,3.9,4.6
2019-01-16,Mi,N1,"Joghurt mit Früchten (1,3,G)",V,0.8,1.0,1.5
2019-01-16,Mi,N3,"Mousse Noisette (F,G,H,HB)",V,1.1,1.4,1.6
2019-01-16,Mi,Suppe,"Paprika-Creme-Suppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2019-01-16,Mi,B5,Pommes frites (8),VG,1.0,1.1,1.6
2019-01-16,Mi,B1,Risoleekartoffeln,VG,0.7,0.9,1.4
2019-01-16,Mi,B3,"Rosenkohlgemüse (3,I)",VG,0.8,1.0,1.5
2019-01-16,Mi,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-16,Mi,B4,Salatmix ,V,0.9,1.1,1.6
2019-01-16,Mi,HG1,"Vollkornröstling mit Tomtengemüse Nizza (3,A,AA,C,G,I)",V,2.0,2.8,3.6
2019-01-16,Mi,HG3,"Woknudeln mit Rind und Gemüse (3,A,AA,F,I,K)",R,3.5,4.5,5.0
2019-01-17,Do,HG2,"Blumenkohl-Kartoffelauflauf (3,5,G,I)",V,2.5,3.1,4.2
2019-01-17,Do,B1,Djuvic-Reis (3),VG,0.8,1.0,1.5
2019-01-17,Do,N3,"Erdnuss-Aprikosen Creme (C,E,G)",V,1.1,1.4,1.6
2019-01-17,Do,Suppe,"Gemüsebrühe mit Kräuternockerl (3,A,AA,C,I)",V,0.7,0.9,1.4
2019-01-17,Do,N2,"Kokos Mandelpudding mit Ananas (1,3,G)",V,0.8,1.0,1.5
2019-01-17,Do,HG1,"Pasta vegan mit Pilzen (3,AA,F,I)",VG,2.0,2.8,3.6
2019-01-17,Do,N1,Pfirsichquark (G),V,0.8,1.0,1.5
2019-01-17,Do,HG4,"Pljeskavica mit Duvjcreis (3,G)","S,R",2.8,3.4,4.4
2019-01-17,Do,B4,"Ratatouille (3,I)",VG,1.0,1.1,1.6
2019-01-17,Do,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-17,Do,B2,"Salatmix (3)Gurkenrohkost in Senfrahm (16,G,J)Rote RübensalatG (3,9)Thousand Island Dressing (3,9,16,A,C,G,I,J,L)Balsamico DressingG (1,3,16,I)","V,V,VG,V,VG",0.9,1.1,1.6
2019-01-17,Do,HG3,"Schupfnudel-Pfanne mit Hähnchenbrust (3,A,AA,C,I)",G,2.8,3.4,4.4
2019-01-17,Do,B3,"Twister (8,A,AA)",VG,1.0,1.1,1.6
2019-01-18,Fr,B1,"Bandnudeln (A,AA)",VG,0.7,0.9,1.4
2019-01-18,Fr,B2,"Beilagengemüse (3,G,I)",V,0.8,1.0,1.5
2019-01-18,Fr,B3,Bio-Paprikareis (3),"B,VG",0.8,1.0,1.5
2019-01-18,Fr,HG4,"Gebratener Saibling auf Rettichsalat (2,3,5,8,9,16,D,I,J,L)","F,S,A",5.5,6.5,7.0
2019-01-18,Fr,N1,"Haselnussnougatquark (G,H,HB)",V,0.8,1.0,1.5
2019-01-18,Fr,Suppe,"Mango-Zucchini-Suppe (3,I)",V,0.7,0.9,1.4
2019-01-18,Fr,HG2,"Pljeskavica mit Pommes Frites (3,G)","R,S",2.8,3.4,4.4
2019-01-18,Fr,B5,Potato Dipers,VG,1.0,1.1,1.6
2019-01-18,Fr,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-18,Fr,B4,Salatmix ,V,0.9,1.1,1.6
2019-01-18,Fr,HG1,"Scheiterhaufen mit Vanillesoße (1,3,AA,AB,AC,AD,C,F,G,K)",V,2.0,2.8,3.6
2019-01-18,Fr,HG3,"Soja-Gyros mit Paprikareis und Tzaziki (3,F)",VG,3.1,3.9,4.6
2019-01-18,Fr,N2,"Vanillecreme mit Preiselbeeren (1,3,F,G)",V,1.1,1.4,1.6
2019-01-21,Mo,B1,Bio-Basmatireis,"B,VG",0.8,1.0,1.5
2019-01-21,Mo,B5,Bio-Buntes Gemüse (3),"B,VG",1.0,1.1,1.6
2019-01-21,Mo,N3,"Dänisches Zitronen Fromage (3,C,F,G)",V,1.1,1.4,1.6
2019-01-21,Mo,N1,Himbeerjoghurt (G),V,0.8,1.0,1.5
2019-01-21,Mo,B4,Kartoffelsalat (J),VG,1.0,1.1,1.6
2019-01-21,Mo,Suppe,"Lauchcremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2019-01-21,Mo,HG1,"Polentaschnitte auf Tomaten-Bohnenragout (3,I)",VG,2.0,2.8,3.6
2019-01-21,Mo,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-21,Mo,B2,"Salatmix (3)Weißkrautsalat Cole Slaw (3,9,C,G,J)Blaukraut-ApfelrohkostG (16)Sauerrahm-Dill-Senf-Dressing (3,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)","V,V,VG,VG",0.9,1.1,1.6
2019-01-21,Mo,HG4,"Schweine Hütten Cordon Bleu mit Ziggy Fries (2,3,8,AA,C,G)",S,3.1,3.9,4.6
2019-01-21,Mo,HG2,"Tagliatelle in Waldpilzrahmsoße (3,A,AA,G,I)",V,2.8,3.4,4.4
2019-01-21,Mo,HG3,"Truthahnsteak Gärtnerin mit Reis (3,16,A,AA,G)","G,A",3.1,3.9,4.6
2019-01-21,Mo,N2,"Vanille Erdbeer Trifle (1,8,AA,C,G)",V,1.1,1.4,1.6
2019-01-21,Mo,B3,Ziggy Fries (8),VG,1.0,1.1,1.6
2019-01-22,Di,N1,"Bananenjoghurt (3,G)",V,0.8,1.0,1.5
2019-01-22,Di,B3,"Buttergemüse (3,G,I)",V,0.8,1.0,1.5
2019-01-22,Di,N3,"Chocolat de Coco (F,G)",V,1.1,1.4,1.6
2019-01-22,Di,B5,Homestyle Fries,V,1.0,1.1,1.6
2019-01-22,Di,Suppe,"Leberspätzlesuppe (3,AA,C,I)",S,0.7,0.9,1.4
2019-01-22,Di,N2,"Panna Cotta mit Fruchtspiegel (3,8,F,G)",S,1.1,1.4,1.6
2019-01-22,Di,B1,Petersilienkartoffeln (5),VG,0.7,0.9,1.4
2019-01-22,Di,HG3,"Pfannengyros mit Tzaziki und Pommes frites (3,8,G,I)",S,3.1,3.9,4.6
2019-01-22,Di,HG1,"Pikante Sesamnudeln mit asiatischem Pfannengemüse (3,A,AA,F,I,K)",VG,2.0,2.8,3.6
2019-01-22,Di,HG4,"Puten Salbei-Schnitzel mit Sahnesoße und Bio-Nudeln (3,A,AA,G)",G,3.1,3.9,4.6
2019-01-22,Di,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-22,Di,B4,"Salatmix (3)Gurkencocktail (16,G)Sellerierohkost (3,G,HB)Curry Dressing (2,3,9,C,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)","V,V,V,V,VG",0.9,1.1,1.6
2019-01-22,Di,HG2,"Schlemmerfilet mit Gemüsereis (3,16,A,AA,D,G,I)","F,A",3.1,3.9,4.6
2019-01-22,Di,B2,XXXFarfalle (AA),V,0.8,1.0,1.5
2019-01-23,Mi,B1,"Bandnudeln (A,AA)",VG,0.7,0.9,1.4
2019-01-23,Mi,N3,"Erdbeer und Rote Johannisbeer Mousse (1,3,G)",V,1.1,1.4,1.6
2019-01-23,Mi,HG1,"Kaaspressknödel (C,G,AA,1,3)",V,2.0,2.8,3.6
2019-01-23,Mi,B2,"Karotten-Broccoligemüse (3,I)",VG,0.8,1.0,1.5
2019-01-23,Mi,B4,Kartoffeln mexikanische Art (5),VG,1.0,1.1,1.6
2019-01-23,Mi,HG2,"Lasagne Bolognese (A,F,G,I,AA,3)",R,2.8,3.4,4.4
2019-01-23,Mi,N1,Mango Joghurt (G),V,0.8,1.0,1.5
2019-01-23,Mi,N2,"Pudding Siciliana (1,G,H,HC,HG)",V,0.8,1.0,1.5
2019-01-23,Mi,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-23,Mi,B3,Salatmix ,V,0.9,1.1,1.6
2019-01-23,Mi,HG3,"Schweinesteak, Kokossauce u. Basmatireis (3,16,G,I)","S,A",3.1,3.9,4.6
2019-01-23,Mi,Suppe,"Tomaten-Basilikum-Suppe (3,I)",V,0.7,0.9,1.4
2019-01-23,Mi,B5,"Twister (8,A,AA)",VG,1.0,1.1,1.6
2019-01-24,Do,B1,"Bohnengemüse (3,I)",VG,0.8,1.0,1.5
2019-01-24,Do,HG2,"EL GUACO Mexican Beef Burger(C,G,AA,2,8,3)","S,R",4.5,5.5,6.0
2019-01-24,Do,N3,"Englishmint Mousse (1,F,G)",V,1.1,1.4,1.6
2019-01-24,Do,HG1,"Gemüsecouscous orientalisch (3,A,AA,I)",VG,2.0,2.8,3.6
2019-01-24,Do,HG3,"Hirschrahmgulasch mit Semmelknödel (1,3,16,A,AA,C,G,I)","W,A",5.9,6.9,7.4
2019-01-24,Do,B3,"Kroketten (A,AA)",VG,1.0,1.1,1.6
2019-01-24,Do,N1,"Preiselbeerquark (3,G)",V,0.8,1.0,1.5
2019-01-24,Do,N2,"Pudding mit Vanillegeschmack (1,G)",V,0.8,1.0,1.5
2019-01-24,Do,B4,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-24,Do,B2,Salatmix ,V,0.9,1.1,1.6
2019-01-24,Do,Suppe,"Speckklösschensuppe (A,AA,C,G,I)","S,R",0.7,0.9,1.4
2019-01-25,Fr,N2,"Ananasquark (3,G)",V,0.8,1.0,1.5
2019-01-25,Fr,B2,"Buttererbsen (3,G,I)",V,0.8,1.0,1.5
2019-01-25,Fr,HG2,"Champignon-Bohnen-Ragout mit Bulgur (3,A,F,H,HC,I)","VG,MV",2.8,3.4,4.4
2019-01-25,Fr,B1,"Gemüsereis (3,I)",VG,0.8,1.0,1.5
2019-01-25,Fr,HG1,"Milchreisauflauf mit Fruchtgrütze (3,C,G)",V,2.0,2.8,3.6
2019-01-25,Fr,B4,Rosmarinkartoffeln,VG,1.0,1.1,1.6
2019-01-25,Fr,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-25,Fr,B3,"Salatmix (3)Isartaler SalatG (3,16)RadischensalatGSylter Dressing (G,I,J,L)Essig-Öl Dressing mediteranG (3,16,I)","V,VG,VGS,V,VG",0.9,1.1,1.6
2019-01-25,Fr,N1,Schoko-Banane (G),V,0.8,1.0,1.5
2019-01-25,Fr,HG3,"Schweineschnitzel mit mediterraner Kräuterpanade und Rosmarinkartoffeln (3,AA,G)",S,3.1,3.9,4.6
2019-01-25,Fr,HG4,"Seelachs Müllerin mit Kartoffel-Gurkensalat (9,AA,C,D,G,J)",F,3.1,3.9,4.6
2019-01-25,Fr,Suppe,"Selleriecremesuppe (3,A,AA,G,I)",V,0.7,0.9,1.4
2019-01-28,Mo,N1,"Apfelquark (3,G)",V,0.8,1.0,1.5
2019-01-28,Mo,N3,Bio-Apfeljoghurt (G),"B,V",0.9,1.1,1.5
2019-01-28,Mo,Suppe,"Broccolicremesuppe (3,A,AA,G,H,HA,I)",V,0.7,0.9,1.4
2019-01-28,Mo,B1,Bunte Butterkarotten (G),V,0.8,1.0,1.5
2019-01-28,Mo,HG2,"Bunte Gnocchi mit Gorgonzolasauce (3,A,AA,C,G,I)",V,2.5,3.1,4.2
2019-01-28,Mo,HG4,"Cevapcici mit Tzaziki und Djuvec-Reis (3,G,I,J)",R,3.1,3.9,4.6
2019-01-28,Mo,B2,Djuvic-Reis (3),VG,0.8,1.0,1.5
2019-01-28,Mo,N2,Erdbeerpudding (G),V,0.8,1.0,1.5
2019-01-28,Mo,HG1,"Falafel auf Couscousgemüse (3,A,G,I)",V,2.0,2.8,3.6
2019-01-28,Mo,HG3,"Hähnchen Cordon Bleu mit Kartoffelsalat (2,AA,G,J)",G,3.1,3.9,4.6
2019-01-28,Mo,B5,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-28,Mo,B3,"Salatmix (3)Weißkrautsalat Cole Slaw (3,9,C,G,J)BrechbohnensalatG (3,16)Sauerrahm-Dill-Senf-Dressing (3,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)","V,V,VG,VG",0.9,1.1,1.6
2019-01-28,Mo,N4,"Tiramisu im Glas (1,8,14,AA,C,G)","V,A",1.1,1.4,1.6
2019-01-28,Mo,B4,Ziggy Fries (8),VG,1.0,1.1,1.6
2019-01-29,Di,B2,"Bandnudeln (A,AA)",VG,0.7,0.9,1.4
2019-01-29,Di,N3,Bio-Apfeljoghurt (G),"B,V",0.9,1.1,1.5
2019-01-29,Di,B3,"Blumenkohl polnisch (3,AA,I)",VG,0.8,1.0,1.5
2019-01-29,Di,N4,"Englishmint Mousse (1,F,G)",V,1.1,1.4,1.6
2019-01-29,Di,Suppe,"Frittatensuppe (3,A,C,G,I)",V,0.7,0.9,1.4
2019-01-29,Di,HG2,"Kartoffel Cordon bleu mit Marktgemüse (3,16,AA,G)",V,2.8,3.4,4.4
2019-01-29,Di,B1,"Kartoffelpüree (3,G)",V,0.7,0.9,1.4
2019-01-29,Di,N1,Kokos-Sahnepudding (G),V,0.8,1.0,1.5
2019-01-29,Di,HG3,"Rahmgeschnetzeltes Züricher Art mit Bandnudeln (3,16,A,AA,G)",S,3.1,3.9,4.6
2019-01-29,Di,B5,"Reiberknödel (2,3,5,A,AA,L)",VG,1.0,1.1,1.6
2019-01-29,Di,B6,"Salat Buffet (1,3,6,9,16,C,G,J,L)",V,3.0,3.5,4.2
2019-01-29,Di,B4,"Salatmix (3)Gurkencocktail (16,G)Sellerie Karottenrohkost (3,HB)Curry Dressing (2,3,9,C,G,I,J)Essig-Öl Dressing mediteranG (3,16,I)","V,V,V,V,VG",0.9,1.1,1.6
2019-01-29,Di,N2,Sauerkirschquark (G),V,0.8,1.0,1.5
2019-01-29,Di,HG4,"Schweinebraten mit Reiberknödel (2,3,5,A,AA,I,L)",S,3.1,3.9,4.6
